isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9781400079490,The Plot Against America,Philip Roth,Fiction,http://books.google.com/books/content?id=P-Cd6B0BG8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.75,31270.0,"An alternative narrative follows the story of Charles A. Lindbergh, an aviation legend who triumphs over Franklin Roosevelt in the 1940 presidential election by negotiating with Adolf Hitler and accepting his conquest of Europe and anti-Semitic beliefs."
9781400079612,Mulliner Nights,Pelham Grenville Wodehouse,Fiction,http://books.google.com/books/content?id=Nm2y0O1jUCIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1961.0,4.11,1144.0,"At the Anglers' Rest, a rural English pub, Mr. Mulliner is an upbeat gentleman who entertains the evening crowd with tales of absurd, romantic, and exhilarating adventures and mishaps involving his family members."
9781400079858,Checkpoint,Nicholson Baker,Fiction,http://books.google.com/books/content?id=O2KJ8VcssMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,2.89,641.0,"The most controversial novel by Nicholson Baker, the author of Oxygen and the most imaginative writer of his era."
9781400083114,Blood Done Sign My Name,Timothy B. Tyson,Biography & Autobiography,http://books.google.com/books/content?id=V3SKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.15,2470.0,"The writer travels to Oxford, North Carolina, to unravel the mystery of a Klansman's murder of an African American man and his subsequent vindication by judicial review."
9781400095087,The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,http://books.google.com/books/content?id=RJplAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.69,4724.0,"When Professor Dr. Mortiz-Maria von Igelfeld of The Institute of Romance Philology is mistaken for a veterinarian, he ends up practicing veterinary medicine without authorization, transporting relics for the Coptic Prelate, and being chased by widowed lovers on cruising cruise ships in search of love. Original publication: 40,000 copies published."
9781400095285,Blood on the Moon,James Ellroy,Fiction,http://books.google.com/books/content?id=X7RDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.45,1555.0,"The LAPD's Detective Sergeant Lloyd Hopkins, driven by his desire to maintain innocence, is confronted by a murderer who is motivated by the same forces as he investigates dozens of killings of young women in the Los Angeles area. Reprint. 15,000 first printing."
9781400095414,The Promise,Chaïm Potok,Fiction,http://books.google.com/books/content?id=n316xM_Jnk4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.15,10953.0,"Reprint. 10,000 first printing: In the midst of their lives, two young men--a student rabbi named Reuven Malter and his old friend Danny Saunders-who has now become a psychologist but is no longer within their Hasidic traditions- question the ""orthodoxy"" of values and religion in an environment that is so far from theirs."
9781400095469,The Greenlanders,Jane Smiley,Fiction,http://books.google.com/books/content?id=fzgDt_cQ7lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.89,1921.0,"The fourteenth century in Greenland is the time when a small Norse settlement faces survival challenges due to harsh winters, famine, witchcraft, and misunderstanding between Asgeir Gunnarsson's family and one of his neighbors."
9781400095810,Before the Frost,Henning Mankell,Fiction,http://books.google.com/books/content?id=eBH9SB-VmioC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.85,8140.0,"After graduating, Linda Wallander, the daughter of inspector Kurt Wallender, joins the Ystad police force but later becomes involved in the case of a childhood friend who has vanished. By the author of The Return of the Dancing Master. Reprint. 40,000 first printing."
9781400095957,The Brief History of the Dead,Kevin Brockmeier,Fiction,http://books.google.com/books/content?id=Z-BYqGe5gDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.67,9235.0,"Marion and Phillip Byrd discover love once more in an afterlife world where the recently deceased are still part of the living's memories, while their daughter Laura is alone in a remote Antarctic research facility on Earth."
9781400096084,Blind Willow  Sleeping Woman,Haruki Murakami,Fiction,http://books.google.com/books/content?id=xfWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.84,1120.0,"An anthology of short fiction features works that capture the diversity of human experience, emotion, and relationship in a range of settings, from the surreal to the mundane, including reuniting in Italy, vacationing back home in Hawaii, or fleeing Greece in love."
9781400096916,The Complete Stories of Truman Capote,Truman Capote,Fiction,http://books.google.com/books/content?id=6bn4wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.2,3842.0,"""Children on Their Birthdays"" and ""A Christmas Memory"" are among the short fiction written by Truman Capote, along with lesser-known tales like ""Master Misery"" or ""Jug of Silver."""
9781400097029,The Sea,John Banville,Fiction,http://books.google.com/books/content?id=1ohQ3OkWiWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.51,18513.0,"Upon the death of his spouse, Max Morden retreats to their childhood summer resort in the seaside town where his life is intertwined with the lives of those on vacation at Grace."
9781400097036,Arthur and George,Julian Barnes,Fiction,http://books.google.com/books/content?id=X5HRox1lZCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.7,11227.0,narrates the adventures of two boys-the son of a Midlands vicar and the creator of the world's most famous detective- until they meet and form an extraordinary alliance.
9781400098026,The Eiger Sanction,Trevanian,Fiction,http://books.google.com/books/content?id=2oyxcO7kbfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.06,10094.0,"A group of climbers, including a college professor, art collector, mountaineer, and freelance assassin, embarks on 'a perilous journey' up the Eiger Mountain with his quarry. Reprint. 35,000 first printing."
9781400098033,Shibumi,Trevanian,Fiction,http://books.google.com/books/content?id=CQK24flPB1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.22,9001.0,"In the twenty-fifth anniversary edition of the classic thriller, Nicolai Hel employs his almost supernatural mental and physical strength to eliminate political terrorists and decides to confront The Mother Company, an economic monopoly and supermonolith of espionage."
9781400307845,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,Juvenile Nonfiction,http://books.google.com/books/content?id=e5gSDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.95,100.0,"Utilizing excerpts from her works and the personal memoirs of those who were acquainted with Laura Ingalls Wilder, he provides an account of her perspective on the appropriate conduct of female adolescents."
9781401200190,The Invisibles  the Invisible Kingdom,Grant Morrison,Comics & Graphic Novels,http://books.google.com/books/content?id=x5r4PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,4.19,3238.0,"What would be the state of the world if all the paranoid fantasies, conspiracy theories, cover-ups, government lies, and tabloid tales were proven to be true? Would humanity still exist without paralysis due to the presence of ""The Invisibles,"" an unconventional group of occultist freedom fighters."
9781401200688,On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,Comics & Graphic Novels,http://books.google.com/books/content?id=VqrUX4kZZE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.54,74.0,"The Capone gang was targeted by Michael O'Sullivan, the ""Angel of Death"" and his son Michael Jr., who raided rural banks to force them to turn over Connor Looney, responsible for the deaths of his family members."
9781401202170,Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,,1998.0,4.51,10070.0,"An exhilarating excursion into a frenetic future, where Spider Jerusalem confronts hypocrisy, corruption, and sobriety."
9781401202453,John Constantine  Hellblazer: Setting sun,Warren Ellis,Comics & Graphic Novels,http://books.google.com/books/content?id=yM5LJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.19,2505.0,"John Constantine, a mystic who wears revealing chains and is always in the wrong place at the right time, has become one of the most recognisable characters in modern comics. His stories are filled with terrifying tales of horror, magic, loss, and regret, as he confronts the London underworld in JOHN CONSTANTINE, HELLBLAZER: SETTING SUN."
9781401202521,Superman,Mark Waid;Leinil Francis Yu,Comics & Graphic Novels,http://books.google.com/books/content?id=L8Z6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.13,9912.0,"Integrate the Superman story with his pre-existing past, spanning from his escape as a young boy from the doomed planet Krypton to his role as Clark Kent's reporter at the Daily Planet."
9781401204105,The Sgt. Rock Archives,Robert Kanigher;Bob Haney,Comics & Graphic Novels,http://books.google.com/books/content?id=MnWYKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.56,18.0,"This volume retells the story of Sgt. Rock and his colorful group of fighting soldiers during World War II, an intense representation of combat and conflict. Originally published in the early 1960s, these unforgettable tales showcase the heroic and extraordinary missions of the tough, grizzled leader and the combat-happy Joes of Easy Company. Mark Chiarello provides an introduction."
9781401204259,Arkham Asylum,Grant Morrison;Dave McKean,Comics & Graphic Novels,http://books.google.com/books/content?id=WlAgngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.1,50214.0,"Arkham Asylum's patients, led by the Joker, take control of the facility and use violent force to threaten the staff unless Batman permits him to meet with them, leading to Batman being driven into a state of devastation."
9781401209339,Kid Eternity,Grant Morrison;Duncan Fegredo,Comics & Graphic Novels,http://books.google.com/books/content?id=2uFDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.4,659.0,"""Asked for by mature readers"" -- p. [4] of the spine."
9781401209414,Challengers of the Unknown,Howard Chaykin;Michelle Madsen,Comics & Graphic Novels,http://books.google.com/books/content?id=6pCIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,2.86,43.0,"Survivors of a catastrophic event, with no super-heroes to guide them, come together to realize that the world they have always known is not what we truly know. They must face the true nature of this universe where anything can happen and probably will."
9781401210014,Fables: Wolves,Bill Willingham,"Comic books, strips, etc",http://books.google.com/books/content?id=YhtPwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,4.28,17506.0,"The ""Fables"", or folklore characters, are forced to live in a hidden community in New York City called Fabletown after being exiled from their homelands by an evil force. Those who are unable to fit in with human society (such as monsters and anthropomorphic creatures) reside at ""The Farm"" in upstate New york."
9781401210076,Neil Gaiman's Neverwhere,Mike Carey;Glenn Fabry;Tony Luke,Comics & Graphic Novels,http://books.google.com/books/content?id=fQLkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,4.23,31958.0,A typical Londoner who helps a mysterious girl and is drawn into battling against the evil London Underground in this comics adaptation of Neil Gaiman's best-selling book.
9781401210618,A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,Fiction,http://books.google.com/books/content?id=bRvgAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.32,501.0,"After being appointed as the sheriff of Blackwater, Pennsylvania, by Union soldiers, Wes Cutter must locate the perpetrator in a series of brutal murders that could expose the town's dark side."
9781401210823,The Absolute Sandman,Neil Gaiman;Sam Kieth,Comics & Graphic Novels,http://books.google.com/books/content?id=K_AitQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.65,14849.0,"Comprises all volumes of the ""Sandman"" comic book, as well as miscellaneous details about the development and production of individual titles, the contributors, and unreleased graphic stories by Neil Gaiman."
9781401211349,How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,Communication in families,,2006.0,4.11,1522.0,"Presents an accessible guide that tackles various difficult dilemmas affecting teenagers and their parents, and provides guidance on maintaining a constructive dialogue that fostered mutual respect."
9781401211509,Desolation Jones,Warren Ellis;J. H. Williams;José Villarrubia,Comics & Graphic Novels,http://books.google.com/books/content?id=x2ogAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.94,1729.0,"Michael Jones, a former field agent for M16, was the first to survive the Desolation Test, which was devised by the British government and involved continuous consumption of horrific images and data. He remained conscious for 365 days after the test, now living in Los Angeles as he works as an investigator for clandestine groups of ex-spokesmen who have no knowledge of underground crime scenes."
9781401212223,Jack of Fables,Bill Willingham;Matthew Sturges;Tony Akins;Andrew Pepoy,Comics & Graphic Novels,http://books.google.com/books/content?id=OI-JAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.58,4288.0,"Jack Horner, also known as Little B. Nimble or Jack the Giant Killer after he made millions from his own legend, was banished to Fabletown and thrown into a gulag filled with other rebellious tales."
9781401212483,Sgt. Rock,Joe Kubert,Comics & Graphic Novels,http://books.google.com/books/content?id=g7_mPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.48,75.0,A young rabbi is saved by Rock and Easy Company who parachutists in Nazi-occupied Lithuania to bring him to America and expose the horrors of the Holocaust.
9781401300463,Pledged,Alexandra Robbins,Education,http://books.google.com/books/content?id=1WHEwNOApAsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.17,245.0,"This book offers a provocative perspective on the lives of young women in sororities, exploring the factors that drive them to join and become part of such fraternity."
9781401301880,There's No Place Like Here,Cecelia Ahern,Fiction,http://books.google.com/books/content?id=toYSuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.67,1851.0,"Sandy Shortt, author of the book PS, I Love You, has become obsessed with understanding why people vanish, using tracking down individuals to purge her long-held demons about a childhood friend who went missing."
9781401301941,Jamie's Dinners,Jamie Oliver,Cooking,http://books.google.com/books/content?id=gMDlAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.07,4248.0,"Jamie Oliver's Dinners is a cookbook that promises to please every family, thanks to his fresh and fun cooking techniques."
9781401301958,Jamie's Italy,Jamie Oliver,Cooking,http://books.google.com/books/content?id=e1sYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.0,7463.0,"With a focus on Italian cuisine, Jamie Oliver has dedicated an entire book to the culinary delights of America."
9781401302467,I Shouldn't Even Be Doing This!,Bob Newhart,Biography & Autobiography,,2006.0,3.74,2184.0,"The celebrated comedian presents a compilation of tales from his life and entertainment background, along with amusing reflections on life, television, golf, family outings, alcoholism, his early days as an accountant, and other matters."
9781401359348,Being dead is no excuse,Gayden Metcalfe;Charlotte Hays,Cooking,http://books.google.com/books/content?id=B6cqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.86,1681.0,"A Southern hostess provides a humorous and practical guide to organizing judicious funerals, answering questions such as whether you can be buried properly without an aspic of tomato or which is better for the funeral meal: the Episcopal women or the Methodist men?"
9781401850685,Illustrated Guide to the National Electrical Code,Charles R. Miller,Technology & Engineering,http://books.google.com/books/content?id=hoKRpBF-5TEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.06,2.0,"The ""2005 Edition"" of the National Electrical Code is now accessible through visualization, offering a comprehensive and easy-to-follow explanation. From beginners to professionals, the illustrated guide caters to all types of electrical workers."
9781401903091,Mother God,Sylvia Browne,"Body, Mind & Spirit",http://books.google.com/books/content?id=0ZFDmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.04,458.0,"The writer explores the history of the Mother God in religions and cultures worldwide, recounts tales that demonstrate her dominance, and suggests ways to appeal to her for assistance."
9781401917173,The Power of Infinite Love & Gratitude,Darren R. Weissman,Health & Fitness,http://books.google.com/books/content?id=P6y0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,4.11,59.0,"Do you want to discover your boundless potential for overcoming obstacles and moving forward? With The Power of Infinite Love & Gratitude by Dr. Darren R. Weissman, you can view your life from a fresh perspective. You can learn how to unleash the mind and body's extraordinary power for healing; and you will begin to comprehend what it means physically to experience physical symptoms, dis-ease, and stress. This book sheds light on the journey of your spirit and attempts to unearth one of the greatest mystery in humanity."
9781402200458,60 Million Frenchmen Can't be Wrong,Jean-Benoît Nadeau;Julie Barlow,Social Science,http://books.google.com/books/content?id=7h8HkOpytiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.74,2107.0,"""The Sixty Million Frenchmen is a remarkable piece. Although you may still find them arrogant, reserved, and dominant, the message conveyed in it is that they are truly deserving of your admiration."""
9781402580352,The Wizard's Apprentice,Jackie French Koller,Audiobooks,http://books.google.com/books/content?id=6NeoAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.78,1.0,"It will be a challenging task for Princess Arnelle ""Nell"" to become the next Imperial Wizard of Eldearth, as no girl has ever achieved this feat."
9781402713187,Treasure Island,Chris Tait;Robert Louis Stevenson;Lucy Corvino,Juvenile Fiction,http://books.google.com/books/content?id=NTGDz-HBRBYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.12,665.0,"A treasure map is discovered by the inn's mistress and her son as they search through the belongings of a deceased guest who had owed them money, resulting in both significant danger and pirate riches."
9781402714528,Black Beauty,Anna Sewell,Juvenile Fiction,http://books.google.com/books/content?id=y9gQgJ_YJzIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.95,721.0,A horse in England during the 1800s narrates his encounters with both favorable and unfavorable masters.
9781402714603,The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,http://books.google.com/books/content?id=t5yFTpIJYhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.91,1481.0,An early nineteenth-century boy's daring exploits and pranks from his childhood in a Mississippi River town.
9781402718618,The Easy Way to Stop Smoking,Allen Carr,Self-Help,http://books.google.com/books/content?id=cN_xAuodABgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.29,3067.0,"Describes the Easyway approach to quitting smoking, which is grounded in a factual understanding of the negative effects of tobacco addiction and practical guidance on how to successfully quit."
9781402720222,Making and Mastering Wood Planes,David Finck;James Krenov,Crafts & Hobbies,http://books.google.com/books/content?id=jlgtNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.1,24.0,"The classic guidebook by David Finck is now available, complete with stunning color photographs and a foreword by renowned woodworker James Krenov."
9781402726002,The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,http://books.google.com/books/content?id=pi1gC_BNWtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.81,350.0,"A boy from the 1800s, who was on a raft with escaped slave, becomes involved with an abusive family, two monarchs who pretended to be royal, and Tom Sawyer's aunt, whom he is mistakenly identified as."
9781402728112,The Book of the Dragon,,Fiction,http://books.google.com/books/content?id=lCaRUdo-rtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.18,357.0,"Pictures illustrating dragons and information on the creatures of fantasy, including culture and folklore, mythology, and types of dragon."
9781402732980,Off to Sea,Robert Louis Stevenson;Catherine Nichols,Juvenile Fiction,http://books.google.com/books/content?id=vSY8fGIsJTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.17,6.0,"In a simplified version of ""Treasure Island,"" Jim Hawkins and his friends embark on elegating the pirate's treasure hunt, encountering Long John Silver, who he discovers is not even close to any of their former friends."
9781403356208,Lila's Child,Dan Glover,Computers,http://books.google.com/books/content?id=JcBh4L-fj5EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.6,52.0,"The story of Secular Faith is based on the friendship between two men, one of whom is an atheist and the other person believes in God. The tension between their differing viewpoints, which blurs the lines and appears to be driven by divine influence, drives them to question their ability to reconcile their differences. This creates conflicting judgments that impact their friendship and puts pressure on both sides."
9781403904560,V.S. Naipaul  Second Edition,Bruce King,Literary Criticism,http://books.google.com/books/content?id=uVZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,2.0,0.0,"V.S. Naipaul's novels and non-fiction are now available in a revised and updated edition that will appeal to students, specialists, and general readers. The chronological sections examine the writing style, significance, or development of Naivemuyew'in, setting the texts within their respective autobiographical, philosophical, social, political, colonial, AND post-colonial contexts. Furthermore, the second edition features more detailed discussions on the recent novels A Way in the World and Half acre, Naimpeole as well as an expanded biographical introduction including"
9781403967213,EntreMundos/AmongWorlds,AnaLouise Keating,Literary Collections,http://books.google.com/books/content?id=XYXgPjlnYqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.47,15.0,"Through EntreMundos, scholars from various disciplines gather to study the works of Gloria Anzaldua, a contemporary cultural theorist and creative writer who has challenged and expanded previous perspectives in areas such as American Studies, Chicano/a Studies (particularly liberal), Cultural Studies at the undergraduate and graduate levels, and feminist studies."
9781403967923,Strawberry Days,David A. Neiwert,History,http://books.google.com/books/content?id=iO3zwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.97,55.0,"Narrating the story of Japanese immigrant culture: Strawberry Days is a moving and heartfelt account of early Seattle's strawberry-growing farming community, led by recent Japanese immigrants who had been rejected by white society but were able to earn enough money to survive on the fertile soil. This was immediately lost in the wake of the bombing of Pearl Harbor, where an American soldier killed 7 Japanese soldiers and destroyed four more with ease. Author David Neiwert writes about his novel as ""an intriguing blend of history and cultural practices that have served as anchor for the survival of Japan."""
9781403969736,Tolkien's Modern Middle Ages,J. Chance;A. Siewers,Literary Criticism,http://books.google.com/books/content?id=3r_9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008.0,3.59,14.0,"J.R. R. Tolkien utilized the Middle Ages to critique modern life in his fantasy, while utilizing a modernist literary style that had postmodern implications. These essays examine the paradoxical dichotomy and its relevance in understanding the intersection of traditionalist and counter-culture critiques of the modern world. This approach helps to explain why his works are so widely recognized among scholars and their comparative advantages with contemporary issues, and how they challenge academic discourse on these topics."
9781405151412,How to Read a Poem,Terry Eagleton,Literary Criticism,http://books.google.com/books/content?id=mU7FZ7W-TkoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.75,424.0,"By using lucid, entertaining and insightful techniques, How To Read A Poem can help students and readers overcome intimidation from the poetry topic and elevate their poetry to the next level. It includes an in-depth exploration of poetic form and its relationship to content. The poem is subjected to a comprehensive analysis that covers everything from early Renaissance literature to present times. Discusses the works of important poets such as John Milton, Alexander Pope, John Keats, Christina Rossetti, and Roberto Cavallotti."
9781405153607,Christian Theology,Alister E. McGrath,Religion,http://books.google.com/books/content?id=tHlY94UWi3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.04,1147.0,"Christian Theology: An Introduction, a fourth edition by Alister McGrath, is one of the most widely used textbooks in Christian theology. It features new material and extensive revisions, including an unparalleled introduction to 2,000 years of Christian thought."
9781405161602,South Park and Philosophy,Robert Arp,Philosophy,http://books.google.com/books/content?id=BJq0Z8gtO2kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.41,1067.0,"For those who believe that Saddam and Satan are kinky, South Park and Philosophy are the next best option."
9781405201711,The Faraway Tree Stories,Enid Blyton,"Children's stories, English",http://books.google.com/books/content?id=2d93OAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987.0,4.29,12286.0,"The Enchanted Wood, which is home to Jo, Bessie, and Fanny, is located right in the middle of the country. There are three magical creatures that become new friends during their stay: Moon-Face, Silky the fairy, Saucepan Man, who climbs through the clouds to reach the land of spells, secrets, or do-as-you-like magic with this 3-in-1 book."
9781405203944,The Mystery of the Disappearing Cat,Enid Blyton,Cats,http://books.google.com/books/content?id=V6aEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1944.0,3.94,1638.0,"Enid Blyton, the beloved author of a children's crime story, has written enchanting tales about her missing cat."
9781405203951,The Mystery of the Secret Room,Enid Blyton,Children's stories,http://books.google.com/books/content?id=msjbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009.0,4.04,2258.0,"Enid Blyton's acclaimed children' crime novel features Fatty, a French student who defys authority with his act. Nevertheless, the Mystery series explores the mysteries surrounding Pip and her companions as they search for clues in Milton House. What is the outcome of this investigation?"
9781405204668,Babar the King,Jean de Brunhoff,Cities and towns,http://books.google.com/books/content?id=t0FUAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.18,15216.0,"The establishment of Celestville, an elephant settlement, and the formation of his people's enclave were carried out by King Babar."
9781405228183,Den of Thieves,Julia Golding,Adventure stories,http://books.google.com/books/content?id=-Sd0AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,4.21,1404.0,"Cat Royal, the heroine of France, begins her journey as a dancing spy and witnesses the power of the people as they flee in volume three."
9781405823517,The Pursuit of History,John Tosh;Sean Lang,History,http://books.google.com/books/content?id=L9x8ZuQBIR0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.45,354.0,"Longman History has consistently been the most popular textbook among students, thanks to its revised and enhanced features that make it more engaging."
9781405835640,Spire,William Golding,Fiction,http://books.google.com/books/content?id=gbpftAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.59,592.0,The most popular study books in the country and their top-selling titles.
9781406506587,Lost Illusions,Honoré de Balzac,Fiction,http://books.google.com/books/content?id=zCOhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.16,6215.0,"The Human Comedy (La Comedie Humaine), a compilation of 95 completed works and 48 unfinished works, is written by the French author who is considered arguably the originator of realist fiction in Europe alongside Flaubert. The stories focus on understanding and portraying the realities of contemporary bourgeoisie France, with multiple settings and characters reappearing throughout."
9781406904833,Nöddebo Parsonage,Bentley,,http://books.google.com/books/content?id=OFJyyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,4.32,8206.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
9781406917895,Israel's Shepherd; Or  Thoughts on the Love of God  Manifested in Christ Jesus. in a Series of Letters,Hardpress,History,http://books.google.com/books/content?id=1q9_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,3.72,605.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
9781406922905,The Pronouncing Reading Book for Children  With an Intr.  by W.L. Robinson,William L Robinson,History,http://books.google.com/books/content?id=gyiJyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,3.66,2477.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
9781406934854,A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),History,http://books.google.com/books/content?id=MclsyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,3.59,669.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
9781406942354,Collections of the Massachusetts Historical Soceity,Hardpress,History,http://books.google.com/books/content?id=mB3JrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,4.13,2.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
9781406957242,The Story of the Life of Lafayette,Mrs John Farrar,History,http://books.google.com/books/content?id=oVd-yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2019.0,3.93,29.0,"The artifact in question is a replica of its original form. These books are typically made from accurate scans to preserve the book's authenticity and convey it as intended by the author. Due to the agelessness of the original versions, there may be occasional imperfections in these copies. We're excited to restore these timeless masterpieces for future viewing!"
